City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
82,merizo village,13.2658,144.6691,24.85,84,100,6.99,GU,1707326695
83,ballina,-28.8667,153.5667,20.43,89,74,7.25,AU,1707326480
84,georgetown,5.4112,100.3354,27.75,91,20,2.57,MY,1707326697
85,kuytun,54.3419,101.5036,-21.24,100,59,0.73,RU,1707326698
86,alofi,-19.0595,-169.9187,24.94,100,85,1.03,NU,1707326621
87,el granada,37.5027,-122.4694,10.88,88,75,5.66,US,1707326699
88,west island,-12.1568,96.8225,26.99,89,100,1.54,CC,1707326583
89,keflavik,64.0049,-22.5624,-2.76,68,0,2.57,IS,1707326701
90,thunder bay,48.4001,-89.3168,-0.01,100,100,4.63,CA,1707326606
91,birobidzhan,48.8,132.95,-13.43,96,100,1.19,RU,1707326703
92,ilulissat,69.2167,-51.1,-2.99,63,75,6.69,GL,1707326704
93,reggane,26.7158,0.1714,23.15,12,47,2.91,DZ,1707326704
94,ondjiva,-17.0667,15.7333,22.09,84,85,4.32,AO,1707326705
95,ushuaia,-54.8,-68.3,15.79,58,75,12.86,AR,1707326689
96,mossel bay,-34.1831,22.146,21.96,74,7,5.06,ZA,1707326707
97,invercargill,-46.4,168.35,11.68,85,36,2.68,NZ,1707326708
98,kinkala,-4.3614,14.7644,26.73,76,48,1.07,CG,1707326708
99,berezovo,63.9381,65.0419,-1.93,90,100,4.5,RU,1707326709
100,kourou,5.1552,-52.6478,30.03,68,42,4.96,GF,1707326710
101,saint-pierre,-21.3393,55.4781,26.82,83,100,0.51,RE,1707326710
102,bardai,11.65,7.2333,27.77,14,80,5.17,NG,1707326711
103,port elizabeth,-33.918,25.5701,23.39,77,0,5.14,ZA,1707326712
104,tiksi,71.6872,128.8694,-22.42,99,100,2.05,RU,1707326713
105,dalnegorsk,44.5604,135.5701,-13.0,89,98,2.68,RU,1707326714
106,ola,59.5833,151.2833,-25.39,90,75,3.33,RU,1707326714
107,bovalino,38.149,16.174,16.94,61,100,3.26,IT,1707326715
108,pandan,14.0453,124.1694,24.29,85,23,2.57,PH,1707326716
109,rice lake,45.5061,-91.7382,5.36,70,40,4.63,US,1707326717
110,tocopilla,-22.092,-70.1979,25.27,76,6,1.33,CL,1707326675
111,as salamiyah,35.0113,37.0532,11.67,86,1,3.44,SY,1707326718
112,pangody,65.85,74.4859,-3.52,95,98,6.14,RU,1707326719
113,vila velha,-20.3297,-40.2925,28.97,85,40,4.63,BR,1707326720
114,kirakira,-10.4544,161.9205,27.28,82,100,4.09,SB,1707326720
115,tofol,5.3248,163.0078,27.56,75,98,8.17,FM,1707326721
116,puerto baquerizo moreno,-0.9,-89.6,29.55,74,40,6.17,EC,1707326722
117,ma'an,26.9775,110.7211,0.13,95,100,0.95,CN,1707326723
118,hammerfest,70.6634,23.6821,-9.75,79,40,3.6,NO,1707326723
119,timbuktu,16.7735,-3.0074,30.3,6,33,5.71,ML,1707326724
120,qaqortoq,60.7167,-46.0333,-5.68,67,100,2.05,GL,1707326725
121,san luis,-33.295,-66.3356,36.82,23,16,2.78,AR,1707326725
122,andkhoy,36.9529,65.1238,11.85,37,8,4.92,AF,1707326726
123,weatherford,32.7593,-97.7972,16.59,58,86,1.34,US,1707326514
124,shindand,33.3029,62.1474,9.9,22,0,2.95,AF,1707326728
125,east london,-33.0153,27.9116,22.69,65,21,5.3,ZA,1707326631
126,puerto deseado,-47.7503,-65.8938,15.78,43,76,15.86,AR,1707326729
127,kristiansund,63.1115,7.732,-5.64,79,0,1.54,NO,1707326730
128,puerto natales,-51.7236,-72.4875,13.25,47,75,12.35,CL,1707326731
129,lugoff,34.2274,-80.6892,11.11,34,0,0.0,US,1707326732
130,smithers,54.7804,-127.1743,-4.82,93,75,0.0,CA,1707326733
131,dauphin,51.1494,-100.0502,-3.92,100,100,4.12,CA,1707326734
132,milton-freewater,45.9326,-118.3877,6.4,86,100,0.0,US,1707326735
133,kaa-khem,51.6833,94.7333,-29.77,95,34,1.19,RU,1707326735
134,yeraliyev,43.2,51.65,7.53,84,89,5.36,KZ,1707326736
135,sur,22.5667,59.5289,21.39,65,100,1.53,OM,1707326738
136,guanajuato,21.0186,-101.2591,17.44,19,3,2.96,MX,1707326659
137,inirida,3.8653,-67.9239,31.99,63,84,0.32,CO,1707326739
138,iskateley,67.6803,53.1512,-27.21,100,93,1.79,RU,1707326740
139,amungan,15.3652,119.9582,24.32,74,36,1.43,PH,1707326741
140,solnechnyy,50.7214,136.6319,-21.65,99,100,0.64,RU,1707326742
141,al bardiyah,31.7561,25.0865,16.32,59,13,2.66,LY,1707326743
142,arraial do cabo,-22.9661,-42.0278,30.98,66,75,5.66,BR,1707326743
143,sandwip,22.4678,91.4561,23.02,68,0,4.45,BD,1707326744
144,hasaki,35.7333,140.8333,-0.78,50,17,1.84,JP,1707326745
145,amurzet,47.6967,131.0981,-16.11,89,86,3.24,RU,1707326746
146,tarko-sale,64.9225,77.785,-3.63,94,99,6.3,RU,1707326746
147,al bawiti,28.3492,28.8659,16.48,37,0,3.81,EG,1707326747
148,holualoa,19.6228,-155.9522,19.32,77,20,2.57,US,1707326748
149,cockburn town,21.4612,-71.1419,24.48,63,0,12.19,TC,1707326749
150,papatowai,-46.5619,169.4708,9.32,79,43,3.41,NZ,1707326750
151,newman,37.3138,-121.0208,11.24,82,51,3.05,US,1707326750
152,ponnani,10.767,75.9252,26.62,83,3,1.94,IN,1707326751
153,teknaf,20.8624,92.3058,19.69,85,0,4.6,BD,1707326752
154,magumeri,12.1131,12.8274,25.55,21,100,5.37,NG,1707326753
155,sicuani,-14.2694,-71.2261,13.83,59,90,2.65,PE,1707326753
156,santiago de cao,-7.9589,-79.2392,25.07,78,7,5.66,PE,1707326754
157,burang,30.25,81.1667,-16.18,73,13,1.93,CN,1707326755
158,lompoc,34.6391,-120.4579,11.08,60,100,5.14,US,1707326756
159,xilin hot,43.9667,116.0333,-21.87,96,22,2.53,CN,1707326756
160,labrador city,52.9463,-66.9114,-2.68,56,100,0.0,CA,1707326757
161,kuala terengganu,5.3302,103.1408,26.97,89,20,0.0,MY,1707326758
162,anadyr,64.75,177.4833,-17.72,84,100,9.0,RU,1707326759
163,katsuura,35.1333,140.3,7.05,60,53,1.91,JP,1707326760
164,tryavna,42.8667,25.5,9.34,66,88,1.1,BG,1707326761
165,clacton-on-sea,51.7897,1.156,6.23,81,100,2.91,GB,1707326762
166,sitka,57.0531,-135.33,-1.06,80,0,1.54,US,1707326763
167,utrik,11.2278,169.8474,26.36,72,99,10.51,MH,1707326764
168,udachny,66.4167,112.4,-32.62,100,97,1.34,RU,1707326765
169,key west,24.5557,-81.7826,20.0,70,0,7.2,US,1707326766
170,taksimo,56.3444,114.8794,-13.79,97,99,0.98,RU,1707326767
171,kailua-kona,19.6406,-155.9956,21.39,77,20,2.57,US,1707326767
172,maputo,-25.9653,32.5892,27.82,74,20,7.72,MZ,1707326768
173,onega,63.9061,38.1404,-23.81,98,38,1.56,RU,1707326770
174,hovd,48.0056,91.6419,-20.59,95,15,0.33,MN,1707326771
175,palikir - national government center,6.9248,158.1611,26.41,89,100,2.06,FM,1707326771
176,garissa,-0.4536,39.6401,32.71,42,54,3.56,KE,1707326772
177,sabang,5.8933,95.3214,27.83,79,22,4.31,ID,1707326773
178,saint-leu,-21.15,55.2833,27.46,79,98,1.96,RE,1707326774
179,kittila,67.6647,24.8936,-19.1,77,100,1.03,FI,1707326774
180,pitimbu,-7.4706,-34.8086,32.33,66,93,4.51,BR,1707326775
181,grand-bassam,5.2118,-3.7388,30.98,58,8,4.72,CI,1707326776
182,hakui,36.8833,136.7833,2.9,81,99,1.01,JP,1707326777
183,callao,-12.0667,-77.15,30.16,48,0,7.72,PE,1707326778
184,pisco,-13.7,-76.2167,27.23,69,0,4.12,PE,1707326778
185,san patricio,28.017,-97.5169,21.97,62,100,8.19,US,1707326779
186,mammoth lakes,37.6485,-118.9721,-3.14,67,0,2.24,US,1707326780
187,ust-nera,64.5667,143.2,-30.21,99,98,0.82,RU,1707326781
188,nemuro,43.3236,145.575,-6.49,70,15,1.84,JP,1707326781
189,muravlenko,63.7898,74.523,-6.01,95,100,6.28,RU,1707326782
190,port macquarie,-31.4333,152.9167,20.5,88,100,5.97,AU,1707326784
191,san andres,12.5847,-81.7006,28.01,69,20,7.2,CO,1707326785
192,grand baie,-20.0182,57.5802,28.26,83,97,0.45,MU,1707326786
193,tura,25.5198,90.2201,12.91,38,0,0.91,IN,1707326787
194,crane,31.3974,-102.3501,14.86,49,100,8.12,US,1707326788
195,zeya,53.75,127.2667,-18.62,94,12,2.16,RU,1707326789
196,brisas de zicatela,15.8369,-97.0419,28.29,69,0,5.14,MX,1707326790
197,viedma,-40.8135,-62.9967,27.41,31,75,7.64,AR,1707326790
198,bamboo flat,11.7,92.7167,24.05,94,20,1.03,IN,1707326791
199,mitsamiouli,-11.3847,43.2844,28.93,76,92,4.59,KM,1707326792
200,ribeira grande,38.5167,-28.7,16.54,94,75,8.75,PT,1707326796
201,anar darah,32.7587,61.654,11.57,19,0,2.63,AF,1707326797
202,ouargla,31.9493,5.325,21.04,18,0,0.0,DZ,1707326798
203,fort st. john,56.2499,-120.8529,-10.06,79,100,2.06,CA,1707326799
204,popondetta,-8.7537,148.2534,24.01,95,100,1.3,PG,1707326799
205,south tamworth,43.8248,-71.3031,4.08,57,96,1.34,US,1707326800
206,whitehorse,60.7161,-135.0538,-22.88,73,40,1.03,CA,1707326801
207,kiomboi,-4.2667,34.3667,19.44,80,51,2.54,TZ,1707326802
208,furstenberg,53.1833,13.15,1.77,82,98,2.32,DE,1707326803
209,ceylanpinar,36.8472,40.05,12.51,77,87,1.28,TR,1707326804
210,la gi,10.6667,107.7833,23.9,92,98,3.54,VN,1707326805
211,dunedin,-45.8742,170.5036,12.11,91,80,0.45,NZ,1707326806
212,yelizovo,53.1873,158.3805,-6.78,72,75,3.13,RU,1707326806
213,itambe,-15.245,-40.6244,32.34,41,73,2.57,BR,1707326807
214,vorkuta,67.5,64.0,-9.97,90,100,3.8,RU,1707326808
215,nova sintra,14.8667,-24.7167,21.38,73,0,5.54,CV,1707326809
216,thompson,55.7435,-97.8558,-16.91,85,100,1.54,CA,1707326810
217,bahia blanca,-38.7196,-62.2724,29.95,41,100,2.85,AR,1707326811
218,kalmunai,7.4167,81.8167,25.14,73,43,3.39,LK,1707326527
219,ravar,31.2656,56.8055,9.51,19,0,1.75,IR,1707326813
220,nur-sultan,51.1801,71.446,-7.03,86,40,9.0,KZ,1707326814
221,shiwan,22.9969,113.0799,9.93,71,100,4.89,CN,1707326814
222,isla vista,34.4133,-119.861,13.94,76,40,2.06,US,1707326815
223,barcelos,41.5388,-8.6151,16.08,91,100,5.3,PT,1707326816
224,skowhegan,44.7651,-69.7192,3.65,66,98,1.09,US,1707326817
225,luebo,-5.35,21.4167,26.04,74,84,0.74,CD,1707326818
226,san juan de miraflores,-12.1629,-76.9635,29.29,78,58,4.4,PE,1707326819
227,alaghsas,17.0187,8.0168,25.94,11,0,6.17,NE,1707326819
228,grand rapids,42.9634,-85.6681,7.35,70,75,3.09,US,1707326734
229,siler city,35.7235,-79.4622,10.23,38,0,3.6,US,1707326821
230,sretensk,52.2453,117.7093,-23.39,100,81,0.56,RU,1707326822
231,port lincoln,-34.7333,135.8667,16.11,78,81,5.47,AU,1707326823
232,yuksekova,37.5736,44.2872,-9.14,100,40,1.54,TR,1707326824
233,kapuskasing,49.4169,-82.4331,3.0,81,100,1.03,CA,1707326697
234,bubaque,11.2833,-15.8333,26.82,67,3,5.54,GW,1707326825
235,montepuez,-13.1256,38.9997,23.41,95,74,1.58,MZ,1707326826
236,oume,35.7839,139.2431,3.25,86,0,0.0,JP,1707326828
237,fuyuan,46.4333,127.0833,-24.69,100,93,0.98,CN,1707326829
238,port alfred,-33.5906,26.891,20.1,80,7,1.79,ZA,1707326640
239,sinan,34.8262,126.1086,-0.94,66,87,6.74,KR,1707326830
240,castillos,-34.1667,-53.8333,31.08,43,31,4.99,UY,1707326831
241,beli,7.8587,10.9719,34.44,12,55,2.89,NG,1707326832
242,kodinsk,58.6881,99.1844,-12.53,99,96,0.96,RU,1707326832
243,fale old settlement,-9.3852,-171.2468,28.44,82,100,10.2,TK,1707326834
244,cobram,-35.9167,145.65,16.85,57,0,0.94,AU,1707326835
245,klyuchi,52.2667,79.1667,-1.93,72,100,7.17,RU,1707326835
246,akune,32.0167,130.2,8.88,66,99,3.98,JP,1707326836
247,metlili chaamba,32.2667,3.6333,20.52,16,0,2.57,DZ,1707326837
248,nagqu,31.5,92.0,-9.24,28,2,1.62,CN,1707326838
249,ciudad lazaro cardenas,17.9583,-102.2,28.62,54,75,1.65,MX,1707326838
250,hadibu,12.65,54.0333,25.33,69,88,5.46,YE,1707326839
251,gorontalo,0.5412,123.0595,23.88,95,90,1.35,ID,1707326840
252,kerikeri,-35.2268,173.9474,16.62,91,17,1.6,NZ,1707326841
253,grand falls-windsor,48.9332,-55.6649,-3.05,90,76,3.62,CA,1707326841
254,east ballina,-28.8667,153.5833,20.44,88,70,7.45,AU,1707326842
255,ancud,-41.8697,-73.8203,15.45,52,91,5.02,CL,1707326843
256,funafuti,-8.5243,179.1942,28.0,94,100,8.75,TV,1707326844
257,sebdou,34.637,-1.3314,15.61,32,85,3.41,DZ,1707326845
258,nyrob,60.733,56.7202,-4.81,88,100,3.1,RU,1707326845
259,vernon,50.2581,-119.2691,2.64,94,100,0.51,CA,1707326846
260,la ronge,55.1001,-105.2842,-10.86,85,100,3.6,CA,1707326848
261,santana,-0.0583,-51.1817,33.1,62,75,7.2,BR,1707326849
262,khabarovsk vtoroy,48.4431,135.1356,-11.86,92,40,2.0,RU,1707326849
263,touros,-5.1989,-35.4608,30.69,62,30,6.39,BR,1707326635
264,happy valley-goose bay,53.3168,-60.3315,-3.83,42,40,3.6,CA,1707326851
265,semnan,35.5729,53.3971,6.54,52,25,1.37,IR,1707326851
266,mahina,-17.5065,-149.489,28.87,84,75,7.72,PF,1707326852
267,darfo boario terme,45.8835,10.1807,12.12,72,76,0.89,IT,1707326853
268,loiza,18.4313,-65.8802,25.99,85,100,1.54,PR,1707326854
269,bodaybo,57.8506,114.1933,-11.59,98,100,0.37,RU,1707326855
270,san agustin de valle fertil,-30.6335,-67.4682,35.65,28,83,4.91,AR,1707326855
271,papao,-17.75,-149.55,28.82,89,100,14.39,PF,1707326857
272,turhal,40.3875,36.0811,10.95,52,57,2.44,TR,1707326858
273,pointe-noire,-4.7761,11.8635,30.04,79,40,5.66,CG,1707326859
274,axim,4.8699,-2.2405,29.63,55,8,5.23,GH,1707326859
275,hamilton,39.1834,-84.5333,12.35,47,0,2.57,US,1707326200
276,carnarvon,-24.8667,113.6333,26.45,63,56,1.42,AU,1707326861
277,gastouni,37.85,21.25,14.03,82,20,2.06,GR,1707326862
278,aksu,41.1231,80.2644,-3.14,68,85,1.52,CN,1707326862
279,gamba,-2.65,10.0,27.7,82,93,4.45,GA,1707326863
280,srednebelaya,50.6594,128.0106,-14.79,97,52,2.48,RU,1707326864
281,zapala,-38.8992,-70.0544,26.69,19,100,5.46,AR,1707326865
282,ketchikan,55.3422,-131.6461,2.26,69,100,2.06,US,1707326865
283,dryden,49.7833,-92.7503,2.16,87,100,4.12,CA,1707326866
284,beshariq,40.4358,70.6103,7.26,41,100,1.08,UZ,1707326867
285,olinda,-8.0089,-34.8553,31.85,58,40,4.63,BR,1707326868
286,cidreira,-30.1811,-50.2056,25.71,78,92,5.94,BR,1707326869
287,praia da vitoria,38.7333,-27.0667,17.14,82,75,11.79,PT,1707326869
288,piti village,13.4626,144.6933,25.03,79,0,3.6,GU,1707326870
289,arteche,12.2645,125.4048,24.52,82,92,2.92,PH,1707326871
290,urangan,-25.3,152.9,26.39,75,31,8.45,AU,1707326872
291,singapur,1.2897,103.8501,27.02,88,75,3.6,SG,1707326697
292,nan,18.8333,100.6667,20.23,41,0,0.49,TH,1707326873
293,constantia,44.1833,28.65,11.5,66,96,5.44,RO,1707326874
294,iqaluit,63.7506,-68.5145,-20.15,59,75,7.72,CA,1707326875
295,iuna,-20.3458,-41.5358,25.23,78,100,0.92,BR,1707326875
296,le port,-20.9373,55.2919,27.98,82,92,2.26,RE,1707326877
297,panji,-7.7253,114.0995,24.42,90,70,1.97,ID,1707326878
298,wangjing,24.6,94.0333,9.46,88,0,0.42,IN,1707326878
299,antofagasta,-23.65,-70.4,24.6,69,9,4.08,CL,1707326879
300,rio gallegos,-51.6226,-69.2181,15.03,47,75,16.98,AR,1707326880
301,sambir,49.5183,23.1975,7.74,79,100,8.75,UA,1707326832
302,verkhnevilyuysk,63.4453,120.3167,-38.01,100,93,1.38,RU,1707326882
303,champerico,14.3,-91.9167,31.3,57,11,3.26,GT,1707326883
304,banda aceh,5.5577,95.3222,25.78,86,18,3.37,ID,1707326857
305,lorengau,-2.0226,147.2712,26.53,87,100,11.04,PG,1707326885
306,nova vicosa,-17.8919,-39.3719,29.65,64,80,5.23,BR,1707326885
307,fort bragg,35.139,-79.006,10.92,36,0,4.63,US,1707326775
308,richards bay,-28.783,32.0377,25.68,84,21,5.47,ZA,1707326887
309,san rafael,-34.6177,-68.3301,33.22,31,0,3.66,AR,1707326888
310,castanas,13.8822,121.5517,23.79,91,59,2.69,PH,1707326888
311,tsiombe,-25.3,45.4833,22.74,93,78,1.51,MG,1707326889
312,kingston,17.997,-76.7936,26.76,61,20,9.77,JM,1707326890
313,zhezqazghan,47.7833,67.7667,-5.86,89,68,7.51,KZ,1707326890
314,remire-montjoly,4.9167,-52.2667,30.02,70,75,7.72,GF,1707326891
315,ugoofaaru,5.6667,73.0,27.49,73,27,5.04,MV,1707326892
316,puerto quijarro,-17.7833,-57.7667,36.37,36,100,2.35,BO,1707326893
317,nadi,-17.8,177.4167,25.0,88,75,2.57,FJ,1707326894
318,pallattur,10.15,78.8,23.03,79,3,3.74,IN,1707326894
319,akureyri,65.6835,-18.0878,-8.04,93,75,1.03,IS,1707326895
320,acapulco de juarez,16.8634,-99.8901,28.9,54,0,3.09,MX,1707326896
321,dakhla,23.6848,-15.958,22.02,53,0,5.26,EH,1707326896
322,macapa,0.0389,-51.0664,32.99,62,75,7.2,BR,1707326897
323,yanam,16.7333,82.2167,22.4,89,0,1.25,IN,1707326898
324,baruun-urt,46.6806,113.2792,-24.49,100,78,2.03,MN,1707326899
325,mount pearl,47.5166,-52.7813,-0.38,86,75,8.75,CA,1707326900
326,nantucket,41.2835,-70.0995,4.49,70,100,8.23,US,1707326900
327,hisor,38.525,68.5512,3.86,58,98,1.62,TJ,1707326901
328,egilsstadir,65.2653,-14.3948,-6.05,86,75,2.57,IS,1707326902
329,kuta,-8.7233,115.1723,23.97,94,75,2.57,ID,1707326903
330,mahuta,-10.8667,39.45,23.46,97,60,1.96,TZ,1707326903
331,acarau,-2.8856,-40.12,31.62,58,47,8.12,BR,1707326904
332,undurkhaan,47.3194,110.6556,-24.31,98,80,1.33,MN,1707326905
333,kenai,60.5544,-151.2583,-5.97,100,75,1.54,US,1707326906
334,vilyuchinsk,52.9306,158.4028,-6.71,91,100,2.11,RU,1707326907
335,mancio lima,-7.6142,-72.8958,29.04,70,75,1.03,BR,1707326908
336,calbuco,-41.768,-73.1273,17.56,54,94,3.37,CL,1707326909
337,eydhafushi,5.1033,73.0708,27.74,75,30,6.95,MV,1707326910
338,maragogi,-9.0122,-35.2225,30.24,60,100,5.28,BR,1707326910
339,mopti,14.6667,-4.0,33.02,8,0,3.09,ML,1707326911
340,lionel town,17.8101,-77.2406,27.17,41,5,3.97,JM,1707326912
341,amble,55.3333,-1.5833,3.08,65,20,3.09,GB,1707326913
342,kili,5.6439,169.1211,28.05,74,97,10.61,MH,1707326913
343,kwang binh,17.4833,106.6,22.61,94,46,2.16,VN,1707326914
344,ironwood,46.4547,-90.171,6.45,53,0,1.54,US,1707326915
345,farafangana,-22.8167,47.8333,25.76,91,87,7.72,MG,1707326915
346,afaahiti,-17.75,-149.2833,27.93,87,100,12.79,PF,1707326916
347,kone,-21.0595,164.8658,24.65,94,100,1.57,NC,1707326917
348,isabela,6.7085,121.9711,25.28,84,57,1.42,PH,1707326918
349,fort-shevchenko,44.5086,50.263,6.17,84,100,6.55,KZ,1707326919
350,susuman,62.7833,148.1667,-33.34,100,98,0.89,RU,1707326919
351,belmonte,-15.8631,-38.8828,29.54,65,62,3.72,BR,1707326920
352,sirte,31.2089,16.5887,18.88,38,80,1.36,LY,1707326921
353,bengkulu,-3.8004,102.2655,24.74,89,100,1.61,ID,1707326922
354,chibougamau,49.9168,-74.3659,-2.21,86,100,4.12,CA,1707326922
355,shimoda,34.6667,138.95,4.5,68,83,2.07,JP,1707326923
356,hami,42.8,93.45,-2.17,48,100,1.51,CN,1707326924
357,nishinoomote,30.7333,131.0,12.75,62,100,9.35,JP,1707326925
358,vorgashor,67.5833,63.95,-9.81,89,100,4.21,RU,1707326925
359,hsinchu,24.8036,120.9686,15.48,96,100,2.68,TW,1707326926
360,pimentel,-6.8367,-79.9342,31.16,55,0,8.75,PE,1707326927
361,west bay,19.3667,-81.4167,25.04,44,20,5.14,KY,1707326928
362,humaita,-7.5061,-63.0208,35.73,45,43,1.25,BR,1707326928
363,kralendijk,12.15,-68.2667,29.99,70,75,4.12,BQ,1707326929
364,lethem,3.3803,-59.7968,36.31,34,38,4.59,GY,1707326930
